issue,title,primary finding,validator comment,status,root cause (URL),size,robotLabel
validation-69,SystemDeploy cannot be used to deploy the system in Arbitrum and Optimism,validation-13, ,Satisfactory,https://github.com/code-423n4/2024-10-kleidi/blob/ab89bcb443249e1524496b694ddb19e298dca799/src/deploy/SystemDeploy.s.sol#L21-L28,52,:robot:_22_group
validation-7,abi.encodePacked() should not be used with dynamic types when passing the result to a hash function such as keccak256(), ,insufficient report,Unsatisfactory,,20,:robot:_45_group
validation-70,Lack of Access Control on createSystemInstance Function Allows Unauthorized System Deployments, ,insufficient proof,Unsatisfactory,,102,:robot:_29_group
validation-71,Unsafe Usage of delegateCall in Multicall Allows Potential Storage Corruption or Reentrancy Attacks, ,insufficient proof,Unsatisfactory,,96,:robot:_17_group
validation-72,Lack of Validation for Recovery Spells Could Introduce Backdoors or Malicious Behavior, ,insufficient proof,Unsatisfactory,,63,:robot:_01_group
validation-73,No Fallback or Retry Mechanism if Safe Creation Fails Could Lead to Inconsistent State, ,insufficient proof,Unsatisfactory,,71,:robot:_01_group
validation-74,Some bytes may be emitted when we check the call data,findings-2, ,Satisfactory,https://github.com/code-423n4/2024-10-kleidi/blob/ab89bcb443249e1524496b694ddb19e298dca799/src/Timelock.sol#L1119-L1123,80,:robot:_24_group
validation-75,Improper Handling of Invalid or Reused Signatures in Recovery Process Could Lead to Unauthorized Recovery Execution, ,insufficient proof,Unsatisfactory,,66,:robot:_25_group
validation-76,maximum delay for timelocked operations can be bypassed,,"the protocol intends to schedule the calls more than minDelay, hence, the max_Delay is only used to determine the point of minDelay. If the minDelay would be equal to Max_delay at the constructor then this behaviour would be more clear since the scheduled ids would everytime go beyond 30 days. ",Unsatisfactory,,33,:robot:_primary
validation-77,Reentrancy Risk in execTransactionFromModule During Recovery Process Can Lead to Unauthorized Actions, ,insufficient proof,Unsatisfactory,,57,:robot:_26_group
validation-78,No Validation of Recovery Delay Relative to Safe Timelock Could Lead to Unsafe Recovery Execution, ,insufficient proof,Unsatisfactory,,66,:robot:_38_group
validation-79,Duplicate Owners Can Bypass Security Checks in the Creation of RecoverySpell Contracts, ,insufficient proof,Unsatisfactory,,91,:robot:_47_group
validation-8,aad, ,null,Unsatisfactory,,20,:robot:_primary
validation-80,Improper Validation of Safe Existence Could Lead to Broken Recovery Process, ,insufficient proof,Unsatisfactory,,97,:robot:_01_group
validation-81,Setting high expirationPeriod bricks contract, ,no security concern as there could be another schedule with different salt anyway,Unsatisfactory,,53,:robot:_primary
validation-82,Uncontrolled Salt Usage in CREATE2 Lead to Denial of Service via Contract Front-Running, ,insufficient proof,Unsatisfactory,,79,:robot:_40_group
validation-84,Excessive Gas Consumption in executeBatch and Limit Issue , ,insufficient proof,Unsatisfactory,,55,:robot:_42_group
validation-85,Recovery Spell will OOG if there are too many current safe owners., ,"the submission does not provide how many owners should it require to revert the call. the POC shows 4000 iterations. if so, not realistic",Unsatisfactory,,47,:robot:_36_group
validation-86,It's impossible to add a calldata check for neighboring byte portions (and more implications),findings-2, ,Satisfactory,https://github.com/code-423n4/2024-10-kleidi/blob/ab89bcb443249e1524496b694ddb19e298dca799/src/Timelock.sol#L1119-L1123,178,:robot:_24_group
validation-89,DoS in pause function due to unbounded loop over proposals,findings-4, ,Satisfactory,https://github.com/code-423n4/2024-10-kleidi/blob/main/src/Timelock.sol#L687,88,:robot:_06_group
validation-90,Timelock can take a contract off pause.,validation-284, ,Satisfactory,https://github.com/code-423n4/2024-10-kleidi/blob/main/src/ConfigurablePause.sol#L104,78,:robot:_07_group
validation-91,executeRecovery safe problem, ,invalid,Unsatisfactory,,14,:robot:_primary
validation-10,Protocol does not implement `EIP712` correctly on multiple occasions, ,the protocol does not endorse any EIP compliance - https://github.com/code-423n4/2024-10-kleidi#eip-compliance,Unsatisfactory,,68,:robot:_primary
validation-100,Timelock operations can be executed due to incorrect usage of `expirationPeriod`,validation-15, ,Satisfactory,https://github.com/code-423n4/2024-10-kleidi/blob/ab89bcb443249e1524496b694ddb19e298dca799/src/Timelock.sol#L413-L422,149,:robot:_11_group
validation-101,"eth can be lost in ""Timelock""", ,insufficient report,Unsatisfactory,,24,:robot:_primary
validation-11,Missing  refund of excess ether in `_execute()`, ,OOS -> https://github.com/solidity-labs-io/kleidi/blob/main/docs/EDGECASES.md#wrapped-vs-raw-ether,Unsatisfactory,,95,:robot:_77_group
validation-110,Incorrect onlyTimelock modifier restricts function calls to the contract itself, ,the submission does not provide step by step demonstration of the issue and the reasoning.,Unsatisfactory,,62,:robot:_primary
validation-116,Recovery struct is not defined which doesn't comply with eip712, ,spam,Unsatisfactory,,71,:robot:_primary
validation-122,execute function can be still called after reschedule a proposal made., ,the submission does not provide step by step demonstration of the issue and the reasoning.,Unsatisfactory,,24,:robot:_primary
validation-123,"Wrong check performed under _addCalldataCheck, which makes the function to execute even if the start and end indexes are same.", ,the submission does not provide step by step demonstration of the issue and the reasoning.,Unsatisfactory,,37,:robot:_primary
validation-143,There is Missing Fallback for Pause Guardian Assignment Results in Unmanageable Unpaused State, ,invalid -  the guardian has a setter,Unsatisfactory,,186,:robot:_primary
validation-147,Self-call check in `checkTransaction()` can be bypassed  via smart contract wallets, ,"Regardless of who initiates the transaction (EOA or smart contract wallet), msg.sender in the Guard's checkTransaction function remains the Safe contract.",Unsatisfactory,,53,:robot:_primary
validation-170,Guardian Role Can Block Timelock Operations and Cancel Proposals, ,"if the guardian is malicious, they have one bullet to spend since they will be popped. this is the intended mechanism and it will be re-set by the timelock again",Unsatisfactory,,147,:robot:_05_group
validation-171,"Privilege Escalation in Timelock allows hot signers to execute administrative functions through whitelisted calls, bypassing timelock governance controls.", ,invalid,Unsatisfactory,,108,:robot:_primary
validation-172,"Race condition where operations can be cleaned up multiple times, breaking core timelock functionality and security assumptions.", ,spam - not validating further from the submitter,Unsatisfactory,,62,:robot:_primary
validation-173,"Overflow can bypass timelock waiting periods, allowing immediate execution of scheduled operations.", ,insufficient report,Unsatisfactory,,79,:robot:_30_group
validation-175,Unchecked Value Accumulation Leading to Arithmetic Overflow, ,insufficient report,Unsatisfactory,,146,:robot:_primary
validation-181,Large batch sizes can lead to DoS attacks by consuming excessive gas, ,insufficient report,Unsatisfactory,,113,:robot:_primary
validation-184,Potential Address Collision in create2 Deployment due to Missing chainId in Salt Calculation, ,insufficient proof,Unsatisfactory,,66,:robot:_primary
validation-186,Cancelled Operations Can Be Re-executed Due To Timestamp Invalidation Issue, ,insufficient report,Unsatisfactory,,145,:robot:_primary
validation-191,MEV bots can extract value by manipulating transaction ordering, ,insufficient report,Unsatisfactory,,111,:robot:_primary
validation-193, Incorrect Handling of Function Selector Extraction in getFunctionSignatur, ,the submission does not provide step by step demonstration of the issue and the reasoning.,Unsatisfactory,,71,:robot:_primary
validation-194,Lack of Input Length Limitation in sliceBytes Function, ,spam - not validating further,Unsatisfactory,,79,:robot:_primary
validation-226,Fund Loss During Batch Operation Execution, ,known issue -> https://github.com/solidity-labs-io/kleidi/blob/main/docs/EDGECASES.md#wrapped-vs-raw-ether,Unsatisfactory,,99,:robot:_39_group
validation-227,Error in Extraction of Function Signature, ,counter to Q-23 ,Unsatisfactory,,39,:robot:_primary
validation-228,Dos on Expired Operations that Needs Reschedule, ,cant be a DOS due to same can be re-scheduled with a  different Salt,Unsatisfactory,,40,:robot:_20_group
validation-229,Unauthorized and Unrecoverable Privilege Escalation via Reentrancy and Ignored Return Values resulting in significant compromise of the contract’s security and integrity, ,spam,Unsatisfactory,,45,:robot:_26_group
validation-23,Caller may use Ether held in contract without sending their own, ,OOS -> https://github.com/solidity-labs-io/kleidi/blob/main/docs/EDGECASES.md#wrapped-vs-raw-ether,Unsatisfactory,,93,:robot:_primary
validation-230,"An attacker can exploit reentrancy during the proposal build process to call _simulateActions multiple times, causing unexpected proposal execution flow.", ,spam,Unsatisfactory,,38,:robot:_primary
validation-231,Reentrancy in InstanceDeployer.createSystemInstance() Leading to Inconsistent Event Emission, ,spam,Unsatisfactory,,31,:robot:_95_group
validation-232,Reentrancy in InstanceDeployer.createSystemInstance() Causing Failed Safe Creation Reporting, ,spam,Unsatisfactory,,32,:robot:_primary
validation-233,Reentrancy in RecoverySpell.executeRecovery() Leading to Inconsistent Recovery, ,spam,Unsatisfactory,,30,:robot:_primary
validation-234,Timestamp Manipulation in RecoverySpell.executeRecovery() Causing Early or Delayed Recovery, ,spam,Unsatisfactory,,28,:robot:_31_group
validation-24,Timelock is missing modifier on execute function, ,anyone can call execute - this is intended,Unsatisfactory,,311,:robot:_50_group
validation-252,Reliance on block.timestamp for Critical Contract Logic on ConfigurablePause contract, ,inflated and does not hold the bar to be an audit report,Unsatisfactory,,23,:robot:_primary
validation-253,The use of same salt and address for replay or frontrunning, ,insufficient proof,Unsatisfactory,,62,:robot:_14_group
validation-254,DoS with Block Gas Limit in pause() Function on Timelock, ,"the issue does not refer to root causes fully, hence not duping under",Unsatisfactory,,108,:robot:_06_group
validation-255,The duplicate owner check fails in 'createRecoverySpell', ," The found variable is assigned before any storage updates, capturing the state prior to the current iteration's changes. The require(!found, ...) uses the value of found as it was when tload(owner) was called, ensuring accurate detection of duplicates.",Unsatisfactory,,58,:robot:_primary
validation-256,Unchecked External Call in Timelock::_execute, ,OOS --> Q-09,Unsatisfactory,,49,:robot:_primary
validation-258,Unsecured Usage of `CREATE2` and `SALT` in TimelockFactory::createTimelock, ,OOS --> Q-26,Unsatisfactory,,41,:robot:_primary
validation-259,Insufficient Input Validation in 'createTimelock', ,the submission does not provide step by step demonstration of the issue and the reasoning. Cant mark satisfactory as the reports should be in a QA report and not holding th ebar to be an audit report,Unsatisfactory,,54,:robot:_primary
validation-260,Insecure Address Pre-computation in AddressCalculation.sol, ,OOS --> Q-26,Unsatisfactory,,31,:robot:_primary
validation-261,Missing Access Control on createTimelock Function, ,spam,Unsatisfactory,,129,:robot:_primary
validation-262,Incomplete Input Validation in Create2Helper.sol, ,"inflated and does not hold the bar to be an audit report. Also adding a check like require(creationCode.length > 0, ""Length of creationCode is zero.""); would prevent legitimate use cases where an empty creationCode might be acceptable in a particular context.",Unsatisfactory,,60,:robot:_primary
validation-264,Transaction Cancellation Bypass in Guard.sol, ,spam,Unsatisfactory,,106,:robot:_primary
validation-265,Reuse of Fixed Salt in CREATE2 Deployments Leading to Predictable Contract Addresses, ,spam,Unsatisfactory,,89,:robot:_40_group
validation-267,Salt Generation and Frontrunning Risk in addresscalculation.sol, ,spam,Unsatisfactory,,112,:robot:_52_group
validation-272,Timelock Salt Derivation Issue in addresscalculation.sol, ,spam,Unsatisfactory,,100,:robot:_primary
validation-35,Missing `calls3` validation in `executeRecovery()`, ,The omission of the assertion in executeRecovery() does not compromise the function's correctness. The loops and index management inherently ensure that all calls are added to calls3. Including the assertion could be considered redundant and unnecessary in this context.,Unsatisfactory,,52,:robot:_primary
validation-37,"In emergency situations where the contract needs to be paused, some operations may remain executable, leading to unauthorized actions and financial losses.", ,invalid - timestamps are deleted during pause(),Unsatisfactory,,100,:robot:_09_group
validation-38,Executed Operations Can Be Cancelled in Timelock Contract, ,invalid,Unsatisfactory,,87,:robot:_09_group
validation-39,Inconsistent Batch and Individual Operation Scheduling in Timelock Contract, ,spam,Unsatisfactory,,79,:robot:_primary
validation-42,Cancelled operations could potentially be re-executed., ,spam,Unsatisfactory,,51,:robot:_09_group
validation-43,`owners` not validated in `createSystemInstance()`, ,inflated as it should be in the QA report and does not provide the bar to be an audit report as it does not properly refer how it could be triggered as such ,Unsatisfactory,,46,:robot:_primary
validation-44,"Users could execute operations before the intended timelock period has passed, bypassing the security measures put in place by the timelock mechanism.", ,spam,Unsatisfactory,,83,:robot:_primary
validation-45,"external call (`_execute`) is made before the operation's status is updated, allowing for potential reentrancy.", ,spam,Unsatisfactory,,72,:robot:_13_group
validation-46,"The absence of a validation check in the `removeCalldataCheck` function allows any address to be passed as the `contractAddress`, including the timelock's own address or its safe's address.", ,timelock contract cant be added to calldatachecks,Unsatisfactory,,47,:robot:_02_group
validation-48,Insufficient Calldata Validation in Timelock's Whitelisted Execution, ,spam,Unsatisfactory,,63,:robot:_18_group
validation-49,Timelock Contract Inconsistency in Operation Cancellation, ,spam,Unsatisfactory,,57,:robot:_09_group
validation-51,Incorrect pause state determination in `paused()` function, ,"invalid as max pause duration is 30 days and cant hold true for the statemen: ""In this case, the function will return true (meaning paused) if block.timestamp <= pauseDuration.""",Unsatisfactory,,57,:robot:_primary
validation-54,"Multiple executions of the same operation, potentially draining funds.", ,insufficient proof - only safe can schedule,Unsatisfactory,,102,:robot:_13_group
validation-55,"Multiple executions of the same operation `executeBatch` function, potentially draining funds from the contract.", ,insufficient proof,Unsatisfactory,,147,:robot:_13_group
validation-56,"`_execute` function allows arbitrary external calls, which could potentially call back into the Timelock contract and modify its state.", ,insufficient proof,Unsatisfactory,,75,:robot:_13_group
validation-57,"""calculateCreate2Address""  is vulnerable to a birthday attack", ,spam,Unsatisfactory,,110,:robot:_primary
validation-58,"Each iteration of the loop in `executeWhitelistedBatch` makes an external call, potentially allowing malicious contracts to reenter", ,insufficient proof,Unsatisfactory,,101,:robot:_13_group
validation-59,Operations may appear active in some parts of the contract while being considered cleaned up in others., ,"insufficient proof - require(isOperationExpired(id), ""Timelock: operation not expired"");",Unsatisfactory,,111,:robot:_09_group
validation-60,"Execution of expired operations, potentially violating governance rules.", ,spam,Unsatisfactory,,85,:robot:_primary
validation-61,"Unexpected behavior when the contract is unpaused, as it may report ongoing operations when there are none.", ,insufficient proof,Unsatisfactory,,95,:robot:_09_group
validation-64,Multiple State Changes in Single Transaction Violate assumptions made by other parts of the system or external contracts interacting with the Timelock, ,insufficient proof,Unsatisfactory,,114,:robot:_13_group
validation-65,Unchecked External Calls in Timelock Contract Allow State Manipulation, ,insufficient proof,Unsatisfactory,,36,:robot:_13_group
validation-9,`onlySafe` modifier  in `revokeHotSigner()` prevents timelock execution, ,NATSPEC mismatch and the case is handled as per the audit report pdf,Unsatisfactory,,57,:robot:_primary
validation-92,"Inconsistent state where the expiration period is shorter than the minimum delay, allowing operations to expire before they're eligible for execution", ,insufficient proof,Unsatisfactory,,56,:robot:_primary
validation-93,"Premature cleanup of operations that are still within their valid timeframe. It can result in the cancellation of legitimate, non-expired proposals", ,insufficient proof,Unsatisfactory,,89,:robot:_09_group
validation-94,"The supportsInterface function of the Timelock contract does not comply with ERC721 and ERC1155, destroying composability", ,insufficient proof,Unsatisfactory,,49,:robot:_primary
validation-96,"calldata validation in checkCalldata is too strict, causing valid whitelisted operations to revert unexpectedly.", ,insufficient proof,Unsatisfactory,,138,:robot:_10_group
validation-99,"Allowing setting the `minDelay` to the same value without reverting, violates the expected behavior and could lead to unintended consequences.", ,spammish,Unsatisfactory,,58,:robot:_34_group
